0,1266
1,4389
2,1021
3,448
4,2482
5,2622
6,1509
7,3802
8,3367
9,4643
10,4406
11,795
12,4663
13,1845
14,95
15,3214
16,3542
17,4249
18,820
19,1579
20,79
21,3563
22,1811
23,3615
24,1596
25,3093
26,2862
27,1404
28,645
29,1465
30,1613
31,173
32,4530
33,1736
34,2700
35,2062
36,52
37,1898
38,4541
39,588
40,2283
41,3471
42,3177
43,385
44,3740
45,285
46,2512
47,4347
48,376
49,225
50,2465
51,358
52,3642
53,4604
54,4070
55,943
56,3197
57,4484
58,3104
59,3151
60,468
61,4489
62,2451
63,32
64,2491
65,4185
66,2907
67,2645
68,0
69,4443
70,1319
71,2884
72,365
73,3796
74,2820
75,3633
76,374
77,4797
78,3054
79,1226
80,3644
81,4490
82,4670
83,4517
84,3995
85,961
86,3067
87,3463
88,904
89,3323
90,2462
91,4688
92,60
93,3907
94,3638
95,4636
96,4090
97,3122
98,2804
99,950
100,3981
101,4275
102,715
103,1862
104,905
105,2309
106,1912
107,4410
108,1580
109,13
110,3815
111,2261
112,986
113,2362
114,2919
115,3267
116,781
117,4329
118,1127
119,591
120,4413
121,4817
122,782
123,1638
124,3198
125,3971
126,1170
127,1813
128,3683
129,1622
130,2056
131,3421
132,400
133,4128
134,4814
135,857
136,1936
137,827
138,1522
139,641
140,428
141,3706
142,2212
143,4292
144,4588
145,2270
146,4170
147,122
148,1287
149,2722
150,2436
151,1659
152,1347
153,2041
154,655
155,965
156,392
157,163
158,3268
159,99
160,2647
161,685
162,169
163,3283
164,3068
165,2186
166,2609
167,3052
168,611
169,4520
170,1074
171,3297
172,1340
173,1506
174,3656
175,4307
176,3366
177,1155
178,4784
179,263
180,2490
181,2776
182,1224
183,4008
184,3836
185,4753
186,318
187,2033
188,2228
189,2693
190,1408
191,1167
192,2254
193,2199
194,1086
195,2968
196,2601
197,3808
198,4031
199,2959
200,370
201,773
202,1760
203,2556
204,2769
205,3518
206,381
207,4648
208,563
209,2457
210,2159
211,271
212,1625
213,273
214,3849
215,2222
216,4256
217,2958
218,4601
219,537
220,4207
221,604
222,334
223,1202
224,16
225,1681
226,91
227,4545
228,1158
229,1697
230,1039
231,3531
232,3806
233,4746
234,1179
235,1789
236,3674
237,2384
238,1685
239,788
240,1352
241,2166
242,1382
243,4115
244,3954
245,1674
246,2217
247,845
248,1495
249,1786
250,4032
251,4419
252,3596
253,2279
254,2596
255,3280
256,2676
257,927
258,915
259,4242
260,119
261,1117
262,3188
263,1804
264,4225
265,940
266,2136
267,2386
268,50
269,564
270,1700
271,4533
272,3341
273,3247
274,4331
275,1624
276,544
277,2917
278,2289
279,3635
280,3898
281,969
282,2363
283,3879
284,1517
285,2413
286,1884
287,4049
288,3874
289,949
290,4614
291,4017
292,4827
293,1154
294,2106
295,2409
296,315
297,294
298,396
299,4401
300,2346
301,1535
302,4159
303,3133
304,3932
305,1302
306,472
307,2578
308,2703
309,4452
310,1598
311,2768
312,456
313,2232
314,3350
315,4012
316,4697
317,2440
318,4689
319,1717
320,2464
321,71
322,2814
323,1842
324,2520
325,966
326,4425
327,3193
328,4257
329,684
330,1930
331,1203
332,2696
333,3639
334,2747
335,4691
336,577
337,1831
338,1826
339,2940
340,4751
341,2906
342,1107
343,2694
344,547
345,2171
346,3896
347,633
348,838
349,4652
350,3182
351,1075
352,3517
353,1871
354,4679
355,3136
356,2350
357,432
358,2402
359,2999
360,2473
361,1185
362,2863
363,1547
364,1367
365,3059
366,707
367,3103
368,4522
369,2859
370,186
371,158
372,3149
373,674
374,47
375,3865
376,4157
377,3458
378,1720
379,2320
380,4318
381,469
382,1061
383,4658
384,101
385,1606
386,1350
387,3342
388,1611
389,18
390,3065
391,2294
392,185
393,4714
394,4728
395,1355
396,1832
397,1177
398,2002
399,4033
400,3159
401,3041
402,2760
403,2467
404,837
405,2822
406,3040
407,4565
408,204
409,1928
410,4418
411,2915
412,700
413,2230
414,3833
415,3629
416,4065
417,4098
418,207
419,732
420,3482
421,187
422,1728
423,4448
424,2852
425,3937
426,3623
427,4074
428,1341
429,4135
430,2088
431,1010
432,4267
433,3760
434,1711
435,4100
436,2936
437,2967
438,2990
439,4500
440,2912
441,4025
442,133
443,2113
444,2461
445,145
446,21
447,54
448,4067
449,1654
450,3424
451,1690
452,2178
453,3779
454,1929
455,3650
456,517
457,3722
458,2358
459,3086
460,3055
461,553
462,4380
463,3850
464,1138
465,3803
466,752
467,2916
468,3414
469,4037
470,3669
471,3495
472,219
473,2327
474,4336
475,594
476,3142
477,1030
478,1979
479,776
480,35
481,56
482,2918
483,3734
484,3042
485,3160
486,2720
487,731
488,4785
489,3944
490,2057
491,2865
492,4661
493,147
494,1957
495,501
496,416
497,3585
498,1130
499,2878
500,3982
501,1779
502,1064
503,4269
504,2486
505,1975
506,4145
507,2157
508,2872
509,2194
510,2762
511,3199
512,2375
513,4363
514,2702
515,1881
516,625
517,4130
518,4216
519,3494
520,1324
521,2969
522,3476
523,1334
524,4449
525,1840
526,4589
527,4177
528,4408
529,4731
530,2246
531,3882
532,1739
533,4370
534,3790
535,256
536,1180
537,3320
538,2122
539,3309
540,718
541,1071
542,4762
543,3016
544,1558
545,996
546,4583
547,516
548,3405
549,2004
550,2460
551,53
552,3626
553,2749
554,2765
555,4052
556,2112
557,3418
558,4282
559,3044
560,2526
561,4311
562,4557
563,1600
564,1306
565,2497
566,1583
567,3453
568,2036
569,2474
570,2313
571,3415
572,2730
573,4656
574,4673
575,1011
576,872
577,3358
578,747
579,3911
580,3497
581,247
582,3046
583,2167
584,1577
585,2603
586,4423
587,4694
588,324
589,4006
590,4581
591,1307
592,3427
593,1531
594,3663
595,4463
596,275
597,812
598,794
599,3528
600,1259
601,4034
602,2643
603,1022
604,445
605,4568
606,2973
607,1635
608,4505
609,168
610,4735
611,3390
612,4174
613,3155
614,3318
615,2914
616,1475
617,997
618,2519
619,4304
620,4002
621,2105
622,3056
623,2239
624,2875
625,3128
626,2479
627,1628
628,1211
629,1325
630,1401
631,2948
632,230
633,4056
634,3630
635,2169
636,2429
637,3723
638,397
639,1534
640,2300
641,3648
642,840
643,279
644,4806
645,2399
646,1085
647,4447
648,419
649,2307
650,4547
651,551
652,4309
653,3026
654,1230
655,3336
656,3279
657,1038
658,2666
659,4676
660,1803
661,1976
662,4113
663,1528
664,3218
665,3869
666,2245
667,2868
668,78
669,1990
670,4709
671,357
672,1944
673,1956
674,4187
675,1186
676,2390
677,1537
678,1639
679,4476
680,3466
681,4630
682,2713
683,2477
684,4543
685,4248
686,2780
687,3826
688,281
689,4686
690,2493
691,4123
692,1758
693,570
694,1314
695,866
696,1670
697,3676
698,505
699,4291
700,1192
701,984
702,932
703,3063
704,639
705,3210
706,1981
707,3792
708,266
709,549
710,2971
711,1626
712,791
713,1793
714,1961
715,1488
716,3560
717,4550
718,4268
719,4819
720,1660
721,75
722,2110
723,2810
724,2329
725,3785
726,2787
727,2098
728,3169
729,3290
730,4353
731,1019
732,3445
733,3449
734,4219
735,1363
736,942
737,399
738,236
739,2593
740,4606
741,4763
742,1339
743,3718
744,192
745,1434
746,4405
747,2315
748,710
749,2811
750,1502
751,1759
752,1851
753,832
754,1755
755,1229
756,3164
757,4342
758,1219
759,550
760,4053
761,4768
762,755
763,439
764,1456
765,2909
766,2468
767,4442
768,3391
769,3311
770,1448
771,1550
772,3694
773,2951
774,4009
775,2709
776,2651
777,1730
778,2681
779,1493
780,1141
781,1440
782,3854
783,1217
784,1853
785,2357
786,1428
787,1524
788,784
789,4654
790,4117
791,2154
792,1909
793,2549
794,3710
795,486
796,596
797,1920
798,3263
799,1091
800,3293
801,1476
802,1962
803,2189
804,3716
805,1668
806,3426
807,3697
808,538
809,3017
810,360
811,4206
812,512
813,1168
814,1035
815,2037
816,2065
817,4109
818,1008
819,4218
820,1833
821,1014
822,40
823,2997
824,2650
825,3228
826,1906
827,721
828,3119
829,660
830,863
831,2543
832,1895
833,696
834,2757
835,1985
836,2756
837,4737
838,3345
839,2691
840,222
841,2723
842,1397
843,4616
844,2061
845,494
846,2280
847,3488
848,4069
849,1245
850,1713
851,944
852,865
853,4022
854,2708
855,2089
856,2580
857,1589
858,4024
859,2444
860,451
861,4023
862,3074
863,157
864,1557
865,2705
866,3098
867,1848
868,2913
869,1883
870,4343
871,4045
872,1722
873,2449
874,327
875,368
876,581
877,4667
878,908
879,4789
880,1533
881,284
882,1532
883,4716
884,4693
885,3641
886,1206
887,3361
888,2827
889,1951
890,1066
891,1273
892,2660
