image_name,class_id
1.jpg,0
2.jpg,0
3.jpg,0
4.jpg,0
5.jpg,0
6.jpg,0
7.jpg,0
8.jpg,0
9.jpg,0
10.jpg,0
11.jpg,0
12.jpg,0
13.jpg,0
14.jpg,0
15.jpg,0
16.jpg,0
17.jpg,0
18.jpg,0
19.jpg,0
20.jpg,0
21.jpg,0
22.jpg,0
23.jpg,0
24.jpg,0
25.jpg,0
26.jpg,0
27.jpg,0
28.jpg,0
29.jpg,0
30.jpg,1
31.jpg,1
32.jpg,0
33.jpg,1
34.jpg,1
35.jpg,1
36.jpg,1
37.jpg,0
38.jpg,1
39.jpg,1
40.jpg,1
41.jpg,1
42.jpg,1
43.jpg,1
44.jpg,1
45.jpg,1
46.jpg,1
47.jpg,1
48.jpg,0
49.jpg,0
50.jpg,0
51.jpg,1
52.jpg,0
53.jpg,0
54.jpg,1
55.jpg,1
56.jpg,1
57.jpg,0
58.jpg,1
59.jpg,0
60.jpg,1
61.jpg,0
62.jpg,0
63.jpg,0
64.jpg,1
65.jpg,1
66.jpg,1
67.jpg,1
68.jpg,1
69.jpg,1
70.jpg,1
71.jpg,1
72.jpg,1
73.jpg,0
74.jpg,1
75.jpg,1
76.jpg,1
77.jpg,1
78.jpg,0
79.jpg,0
80.jpg,1
81.jpg,1
82.jpg,1
83.jpg,1
84.jpg,1
85.jpg,1
86.jpg,1
87.jpg,1
88.jpg,1
89.jpg,1
90.jpg,1
91.jpg,1
92.jpg,1
93.jpg,1
94.jpg,0
95.jpg,0
96.jpg,1
97.jpg,1
98.jpg,1
99.jpg,1
100.jpg,1
101.jpg,1
102.jpg,1
103.jpg,1
104.jpg,1
105.jpg,0
106.jpg,0
107.jpg,0
108.jpg,0
109.jpg,1
110.jpg,1
111.jpg,1
112.jpg,0
113.jpg,0
114.jpg,0
115.jpg,0
116.jpg,1
117.jpg,1
118.jpg,1
119.jpg,1
120.jpg,1
121.jpg,1
122.jpg,1
123.jpg,0
124.jpg,0
125.jpg,1
126.jpg,1
127.jpg,1
128.jpg,1
129.jpg,1
130.jpg,1
131.jpg,1
132.jpg,1
133.jpg,1
134.jpg,1
135.jpg,1
136.jpg,1
137.jpg,0
138.jpg,0
139.jpg,1
140.jpg,1
141.jpg,1
142.jpg,1
143.jpg,1
144.jpg,1
145.jpg,1
146.jpg,1
147.jpg,1
148.jpg,1
149.jpg,1
150.jpg,1
151.jpg,1
152.jpg,1
153.jpg,1
154.jpg,1
155.jpg,1
156.jpg,1
157.jpg,1
158.jpg,1
159.jpg,1
160.jpg,0
161.jpg,0
162.jpg,0
163.jpg,1
164.jpg,1
165.jpg,1
166.jpg,1
167.jpg,1
168.jpg,1
169.jpg,1
170.jpg,1
171.jpg,0
172.jpg,1
173.jpg,1
174.jpg,0
175.jpg,1
176.jpg,1
177.jpg,0
178.jpg,0
179.jpg,0
180.jpg,0
181.jpg,0
182.jpg,0
183.jpg,0
184.jpg,0
185.jpg,0
186.jpg,0
187.jpg,0
188.jpg,0
189.jpg,0
