image_name,class_id
06e95eb1-6b31-4ac4-a9d0-1fe1346a26a3.jpg,0
a8919014-513d-48c6-b3d1-c98e6a0a8a5f.jpg,0
3a171455-64b3-4aae-9b88-9a94c691c343.jpg,0
fea90f3b-175c-40df-bb4c-c796b141d122.jpg,0
89c6a2c2-593d-4518-8aac-3c88c3563eba.jpg,0
37c9db41-f726-4bbb-a6a5-3da6d2c01f38.jpg,0
1ac3a9fc-aac3-4893-9072-c4ebf8cc8840.jpg,0
5362f151-489a-4e92-a44f-a0141aa2accc.jpg,0
48d71fcc-5016-456e-85f3-2b99de552c73.jpg,0
1b55a6be-7dbe-49bc-8fe5-ffbfbbec39b8.jpg,1
237b912a-164d-45a9-b06f-968e327b1fae.jpg,1
a18f599f-7285-4d4b-a4d8-51c48e0d3c5a.jpg,1
44837674-4470-498d-862d-af7a8e8e8d74.jpg,1
da5815d2-d5aa-489a-b779-0b4ea675d955.jpg,1
c7fed3bc-bb32-4f4d-980a-655b4c918917.jpg,1
8c463099-fcc4-42e9-ab9f-2d537d62eb94.jpg,1
0c182d1a-eb86-48de-a08a-0836dbe1b0df.jpg,1
bea62827-2c8e-487f-92e0-061a3f318e9f.jpg,1
6e4903e6-5e38-46b2-8f2d-db67e27d8bed.jpg,0
bf534945-0b96-402b-a747-49bf3983312b.jpg,0
1eb3e3e6-ba45-49c4-87b5-4f51d20e99f5.jpg,0
fd060e72-a990-401c-8677-ef13e8937d3c.jpg,0
e2d3b606-8f80-4bc5-9901-860c7bb2c55c.jpg,1
3bed248a-da69-43a2-a6ca-47efae15eaa0.jpg,1
52c85a22-8c65-4de7-824b-80537046b223.jpg,1
b5290363-75bd-49b3-a79a-07bc18b9d14e.jpg,1
5bc5c1f8-2d32-4b20-9900-df92fa77937b.jpg,1
ebbdb57a-7189-4a67-b463-78047167b095.jpg,1
475fe8a2-c051-47b9-b88c-4d656cad8f8a.jpg,1
29b31df2-0863-4851-8434-58755844c285.jpg,0
c03a6a36-bf19-4291-9804-355948f837a9.jpg,0
871c794b-ac68-4a72-af92-ceaef6542ca8.jpg,0
94e881f0-49c2-4e24-9c02-38e377e89f87.jpg,0
90c8199d-f39a-4be3-9b49-400b424147e6.jpg,0
6e549d49-c92a-40f2-8dec-d14a7af58df4.jpg,0
f3134775-3289-4dcd-988c-7888c4a17a5e.jpg,0
f5391883-abea-4743-a724-28b8a0eca64a.jpg,0
d1cd921a-b185-4067-8b0c-ce56d6e56cb4.jpg,0
3c1cef9c-ab67-4819-bb46-dd6e46d2e0cf.jpg,0
8dbc9b49-d993-440d-b4bf-901e9ee6ee07.jpg,0
4c700636-59cc-497c-88a4-bde2c93585b5.jpg,0
a7e7e65f-241e-40d8-a1d0-5ebd115ee7ce.jpg,0
25755f99-25d8-4905-8562-a4ed89c1a484.jpg,0
ece70759-fbfc-4def-a60d-2a317d1532d6.jpg,0
02a14a1a-73e0-4fc6-aab4-fed9fef033f6.jpg,0
0cea0620-12be-4891-89ab-8c1b567ecfbf.jpg,0
87167e20-05b5-49a5-8c28-8b20f1ba31d3.jpg,0
17506fd3-77e8-4445-946f-2545d1a58e45.jpg,0
c9a55388-5ae8-46bf-9eec-65a72702d3d3.jpg,1
3c170a94-69ee-4fc9-8ac7-ad26228ef2f5.jpg,1
1e573a29-95fc-44eb-a486-8f89a30c222b.jpg,1
