,0,1,2,3,4,5,6,7,8,9,y
0,-2.7283363,2.1650293,-2.491928,0.50366783,0.739599,-0.54144084,-0.72610146,-1.0119193,-0.49574262,-1.2127213,0
1,21.4641,-13.298531,13.562997,-5.389465,-13.973597,7.879818,8.101367,9.14164,6.140999,10.332281,0
2,2.6511397,-2.9281645,2.9644747,-0.43413675,-1.4615623,0.8118779,0.7041763,1.1030641,1.698534,2.2326555,0
3,6.230887,-5.826476,6.1475253,-1.1788044,-3.0811815,2.3091033,1.4990463,2.5216098,3.3151002,3.6748333,0
4,2.9508753,-2.9276707,2.9332626,-0.71861875,-1.632365,0.8578908,0.6658479,1.2836239,1.2046525,2.0842056,0
5,-2.9871914,2.442549,-2.72393,0.33907905,0.71798545,-0.41203135,-0.6431062,-0.7587359,-0.72047836,-1.1624806,0
6,3.2603097,-3.1663582,3.140167,-0.89055943,-1.6054193,0.98215854,1.1519005,1.3484128,1.1750846,2.1049812,0
7,-9.773467,8.675886,-9.265183,1.4021438,3.5467043,-2.3695421,-2.2892375,-3.262416,-3.6797261,-4.795792,1
8,16.812912,-10.596683,12.063782,-4.1004252,-10.1549015,6.116868,5.7341413,6.709013,5.9612436,8.254465,1
9,0.33843452,0.09505044,0.041972563,-0.603986,-1.2059612,0.73573637,0.6979084,0.67264473,0.04677704,0.6522515,0
10,1.0404075,-1.3039477,1.1963079,-0.39972025,-0.7506983,0.4930526,0.6624725,0.9934077,0.046171144,1.0864724,1
11,-4.9666104,4.4104466,-4.6936965,0.9008997,1.565461,-0.89741683,-1.0333949,-1.4482313,-2.0925272,-2.2078652,1
12,1.9382236,-1.997277,1.9004402,-0.62080467,-1.2554516,0.8090197,0.51642656,0.82399553,1.5951575,1.4821899,0
13,-8.600838,7.319515,-7.6116447,1.7568526,3.0721455,-2.2137847,-1.8702562,-2.797782,-3.4394257,-3.9808607,1
14,-3.69383,3.073802,-3.4031625,0.94461644,1.2301621,-0.83214706,-0.8567844,-1.0436281,-1.4030867,-1.325388,1
15,1.3416646,-1.4203855,1.5024841,-0.4921652,-1.1976817,0.60021126,0.56335187,0.74224615,1.4932915,1.3321104,0
16,10.189867,-4.8337545,5.172048,-3.0909858,-8.014808,4.3254485,4.5381866,4.944434,3.258186,4.7113366,1
17,3.2275155,-3.2519984,3.254355,-0.346186,-1.854302,0.8491498,0.55975395,1.3121339,1.4994009,2.1934986,0
18,1.6716201,-1.5610142,1.5943048,-0.16025299,-1.1648399,0.45558268,0.0004543364,0.337549,1.6351366,1.0802053,0
19,17.838415,-11.594223,12.253193,-4.386343,-11.151135,6.525858,6.393719,7.5320954,5.9695044,8.683966,0
20,5.5622377,-5.2557783,5.4495897,-1.0147847,-2.6641572,1.3993486,1.3421798,2.0740485,2.1745014,3.267614,0
21,-11.604894,9.950488,-10.418191,2.1744406,4.1163683,-2.9657462,-2.539663,-3.806406,-4.5166054,-5.5729733,1
22,3.8822036,-3.6048017,3.7147508,-0.57233536,-1.9728472,1.2454617,1.0360004,1.5430129,1.181962,2.425001,0
23,7.8789806,-7.621462,7.953186,-0.8507819,-3.4460042,2.1532936,1.595451,2.7889886,2.202467,4.565821,0
24,2.4889603,-2.8163989,2.7836986,-0.3382844,-1.3474746,0.8505215,0.7712736,1.2942724,0.4078933,1.8502085,0
25,1.8988163,-2.0335207,2.0670385,-0.7313843,-1.1652532,0.6193657,0.7881483,1.0515925,1.3167452,1.3815734,0
