image_name,class_id
1.jpg,0
2.jpg,0
3.jpg,0
4.jpg,0
5.jpg,0
6.jpg,0
7.jpg,0
8.jpg,0
9.jpg,0
10.jpg,0
11.jpg,0
12.jpg,0
13.jpg,0
14.jpg,0
15.jpg,0
16.jpg,0
17.jpg,0
18.jpg,0
19.jpg,0
20.jpg,0
21.jpg,0
22.jpg,0
23.jpg,0
24.jpg,0
25.jpg,0
26.jpg,0
27.jpg,0
28.jpg,0
29.jpg,0
30.jpg,0
31.jpg,0
32.jpg,0
33.jpg,0
34.jpg,0
35.jpg,0
36.jpg,0
37.jpg,0
38.jpg,0
39.jpg,0
40.jpg,0
41.jpg,0
42.jpg,0
43.jpg,0
44.jpg,0
45.jpg,0
46.jpg,0
47.jpg,0
48.jpg,0
49.jpg,0
50.jpg,0
51.jpg,1
52.jpg,1
53.jpg,1
54.jpg,1
55.jpg,1
56.jpg,1
57.jpg,1
58.jpg,0
59.jpg,1
60.jpg,0
61.jpg,0
62.jpg,0
63.jpg,0
64.jpg,0
65.jpg,0
66.jpg,0
67.jpg,0
68.jpg,0
69.jpg,0
70.jpg,0
71.jpg,1
72.jpg,1
73.jpg,0
74.jpg,0
75.jpg,1
76.jpg,1
77.jpg,1
78.jpg,1
79.jpg,0
80.jpg,0
81.jpg,1
82.jpg,1
83.jpg,1
84.jpg,1
85.jpg,1
86.jpg,1
87.jpg,1
88.jpg,1
89.jpg,1
90.jpg,1
91.jpg,1
92.jpg,1
93.jpg,1
94.jpg,1
95.jpg,1
96.jpg,0
97.jpg,0
98.jpg,1
99.jpg,0
100.jpg,0
101.jpg,0
102.jpg,0
103.jpg,0
104.jpg,0
105.jpg,0
106.jpg,0
107.jpg,0
108.jpg,0
109.jpg,0
110.jpg,0
111.jpg,0
112.jpg,0
113.jpg,1
114.jpg,1
115.jpg,1
116.jpg,1
117.jpg,1
118.jpg,1
119.jpg,1
120.jpg,1
121.jpg,1
