,0,1,2,3,4,5,6,7,8,9,y
0,-1.2764536,1.4815356,0.91093653,-0.93815124,1.197325,-1.0213821,-1.127846,-0.8974364,0.90612197,1.2890333,1
1,0.86406845,-0.6387651,-0.63329434,0.73093826,-0.7183009,1.1115503,0.8567373,0.741287,-0.75994015,-0.6556629,0
2,-1.0629877,1.0462165,1.5825404,-1.5311583,1.4203616,-0.60904074,-1.238086,-1.1287795,1.4005018,0.83656853,1
3,-2.007477,2.4095464,2.3464544,-2.3083458,2.3042114,-2.5875113,-2.6803179,-1.9169208,2.3815925,1.9215807,1
4,-2.1608877,2.590792,2.8290527,-2.4311678,2.7358224,-2.5004041,-2.605695,-2.5031633,2.4138064,2.245077,1
5,0.24906445,0.019921428,-0.30095887,0.26436636,-0.28098047,0.07824016,0.120380655,0.39619982,-0.3480517,-0.27764243,0
6,-2.1609833,2.648559,2.6689935,-2.4351377,2.3296332,-2.5845385,-2.369931,-2.3711796,2.2479196,2.1762242,1
7,1.5042403,-0.84977084,-0.9234527,0.931772,-1.0136255,1.0833321,0.63657266,0.829813,-0.85595363,-1.0098836,0
8,-1.6599469,1.4091581,1.0977763,-1.027142,1.7048535,-1.6365094,-1.5493965,-1.5479281,1.4562331,1.7247194,1
9,1.1320883,-1.5519644,-1.2585971,1.6285942,-1.578002,2.0210125,1.3398235,1.256942,-0.7236836,-0.87359893,0
10,1.3171923,-1.3293948,-1.0470238,1.0872223,-1.064031,1.2683886,1.2354623,0.9002018,-1.193278,-0.9310968,0
11,-1.9377321,2.2042985,2.1781256,-1.9147311,2.1385486,-2.0664647,-2.0570047,-1.9819968,2.0440946,1.8112056,1
12,-1.0301943,1.1346376,0.5299515,-0.75152266,1.0053624,-0.91908145,-0.9075655,-0.5700788,0.80985993,1.0626411,1
13,0.39677355,-0.7035398,-0.8021476,0.7886513,-0.7654729,0.6561431,0.6174712,0.973314,-0.5912877,-0.7625295,0
14,0.66401905,-0.4408809,-0.24491106,0.68647283,-0.30179322,0.4291588,0.38360065,-0.032051835,-0.046034634,-0.2908945,0
15,1.218229,-1.2833478,-1.1930242,1.3979385,-1.0288092,1.1940701,1.1094567,1.0101161,-0.9965157,-1.0572467,0
16,0.8729517,-0.53886276,-0.25908634,0.46456876,-0.47197548,0.26258028,0.7207072,0.30145597,-0.27359113,-0.54064703,0
17,0.2439526,-0.068492495,-0.15585853,-0.3467791,-0.57463104,0.6649422,0.5634629,0.047478575,-0.035584003,-0.59176266,0
18,0.6507447,-0.23078412,-0.16943885,0.9435732,-0.3989599,0.49740344,0.48329604,0.30799899,-0.25902882,-0.16315828,0
19,-1.541374,1.3033984,1.4845673,-1.1983991,1.6433558,-1.8506222,-1.3084656,-1.0389442,1.4866474,1.3489728,1
20,1.2484727,-1.4597379,-1.2958497,1.3456157,-1.2720891,1.7948782,1.5808799,1.4468207,-0.6933395,-1.3885866,0
21,0.27449575,-0.89395195,-0.40662768,0.51971215,-0.16854148,0.774205,0.4796259,0.38216114,-0.49520075,-0.41503876,0
22,-0.7609438,0.80079913,0.8114678,-0.83549416,0.96334743,-0.95857227,-0.87256294,-1.0577644,0.99239665,1.0131875,1
23,-0.3333876,0.3728109,0.25404736,-0.37467295,0.05187478,-0.083929665,-0.033056747,-0.15346238,0.73315567,0.2857145,0
24,1.6328585,-1.3677704,-1.8058285,1.4633664,-1.3522975,1.876019,1.0196742,1.1495872,-1.1146879,-1.5121151,0
25,-0.14024132,0.26419878,0.28142688,-0.041937362,0.6722627,-0.19616011,-0.08944394,-0.36510283,0.29788074,0.10685299,0
26,-1.0633318,1.3446809,1.280476,-1.3080169,0.96843874,-1.0351512,-1.1893691,-1.2088728,1.2360989,0.9381499,0
27,0.8057905,-0.7876908,-1.1299883,0.5435948,-0.6850638,0.656798,0.23668693,0.4676093,-0.5253287,-0.46679324,0
28,-1.7510979,2.5155444,2.4544413,-2.2466366,2.3438237,-2.354195,-2.2639763,-2.2677498,2.4439368,1.7587085,1
29,0.893977,-1.0817953,-1.3959045,0.912744,-1.1764134,0.9809295,1.0454013,0.48978287,-1.0730019,-0.81167024,0
30,0.5061502,-0.14016208,-0.119670406,0.45898446,-0.19848967,0.024864726,0.16708349,-0.042774808,-0.4778817,-0.25300312,0
31,-1.4284163,1.6051921,0.8687511,-1.0058829,1.3339219,-1.0234609,-1.1157861,-0.81905633,1.067128,1.3168061,1
32,0.79654706,-0.94120795,-0.7012709,0.9334574,-0.8918198,0.8463136,0.77008146,0.98964924,-0.82330596,-0.8290734,0
33,0.3923714,-0.095971085,0.34941477,-0.2669518,0.5300285,-0.15144989,-0.34801668,-0.6544099,0.5588161,0.15725756,0
34,-0.51233655,0.9006964,0.44146875,-0.49577025,0.7955074,-0.8464879,-0.6170988,-0.20971504,0.48235402,0.6388881,0
35,-1.290089,1.5895438,1.6625212,-1.397036,1.4896647,-1.2621856,-1.6134521,-1.4231703,1.590157,1.3941365,1
36,-1.8030007,2.1061718,2.1913538,-1.7848808,1.9875766,-2.1074717,-2.190844,-1.9238777,2.1582649,1.9332794,1
37,-1.5485651,1.2819091,1.5281836,-0.5969241,1.4812429,-0.96030617,-0.96235156,-0.89511484,1.355062,1.3186015,1
38,-0.60138005,0.8016547,0.88784045,-0.96236724,1.0124933,-0.76357615,-0.732175,-1.0328959,0.86937726,0.55587196,1
39,-1.1152534,1.0593463,0.6512166,-1.137967,0.98781866,-0.9727313,-0.61122864,-0.547621,1.3869455,0.8879721,1
40,-0.14848647,-0.23811656,-0.40555772,0.14443953,-0.65402395,0.2237787,0.2974857,0.22264078,-0.29352614,-0.18429722,0
41,0.8057905,-0.7876908,-1.1299883,0.5435948,-0.6850638,0.656798,0.23668693,0.4676093,-0.5253287,-0.46679324,0
42,1.2677732,-0.24681671,-0.4750377,0.9232212,-1.0050329,0.78212637,0.6526436,-0.022228073,-1.1895299,-0.6908527,0
43,-0.17547032,-0.40878922,0.037804734,-0.047164556,-0.39777258,0.054558977,-0.04238109,0.17239852,-0.1444687,0.044662163,1
44,0.081921816,-0.4563101,-0.47366005,0.008325713,-0.1540109,0.12257845,0.43583494,-0.15528813,-0.4708191,-0.14785317,0
45,-0.36079022,0.5209321,-0.06615849,-0.31412885,0.4505681,-0.72168505,-0.87929666,-0.6856373,0.47186962,0.2862795,0
46,-0.30221656,-0.16088614,0.08929472,0.0071210437,0.35322848,-0.24332827,-0.13235055,-0.17578088,0.19267312,0.38410687,0
47,-2.5057437,2.8049154,2.6516235,-2.5309868,2.7641447,-2.6901462,-2.8428214,-2.0847597,2.6214192,2.1784875,1
48,0.6014192,-0.8455923,-0.78325087,0.53949565,-0.93207806,0.5566975,0.9050841,0.7211233,-0.60906845,-0.5530021,0
49,0.878048,-0.6959514,-1.0220238,0.8902218,-0.5594557,0.7093361,1.0163047,0.042895567,-0.57882756,-0.6406106,0
50,-0.7281143,1.0200694,0.9036045,-0.68173814,0.9158477,-0.87291145,-0.96708566,-0.72111034,0.95800024,1.1143076,1
51,-0.85181814,0.8651636,0.574231,-0.6774176,0.92949885,-0.8635255,-0.6683801,-0.4010722,0.55320007,0.90012115,0
52,-1.2877514,1.5584016,1.1894354,-0.9986779,1.2963487,-1.3536024,-1.1813452,-1.040354,1.2432523,1.1644754,1
53,-0.46780765,0.60264057,0.3405111,-0.72893274,0.880875,-0.63934064,-0.85353595,-0.44603306,0.77376497,0.909012,0
54,0.45306706,-0.13698196,0.27063006,-0.012159629,-0.1408418,0.37179604,-0.70183504,-0.14847969,0.49340513,-0.33887005,0
55,0.44369364,-0.22640069,-0.22842424,0.70655173,-0.65154976,0.2474342,0.36669278,0.06325101,-0.1559233,-0.23285653,0
56,-1.1564451,1.4906616,1.0971082,-1.191391,1.4154791,-1.3179694,-1.1879843,-0.92905474,1.0592726,1.2972152,1
57,-0.28396234,0.5468658,0.20255814,-0.5509965,0.24830006,-0.28813833,-0.57691425,-0.31299704,0.42692706,0.2943337,1
58,-1.2212915,1.4959059,1.1356863,-1.1431725,1.3538357,-1.213348,-1.2348957,-0.82516015,1.0858084,1.3316756,1
59,-0.7381867,0.49201822,0.6179274,-0.89464504,0.7373021,-0.89883506,-0.7837764,-0.66543186,0.96379584,0.6836389,1
60,-1.9555315,2.5189068,2.5347073,-1.9776398,2.331961,-2.1050227,-2.5923421,-1.9417336,2.173421,2.3722794,1
61,-0.6749418,0.5369136,0.17651409,-0.19882847,0.68445796,-0.298613,-0.53453964,-0.16281402,0.24478978,0.73009294,0
62,0.8483539,-0.9536999,-1.3126116,1.073138,-1.0798904,1.2257658,0.9326658,1.0692608,-0.45661902,-0.72212505,0
63,-1.0602899,1.4777713,1.1276262,-1.1607447,1.3160982,-1.2450792,-1.188278,-0.86697054,1.123691,1.2881525,1
64,-0.5704716,0.06705428,0.30279097,-0.21688432,0.10152119,-0.3256596,0.06961255,-0.3960931,0.42871657,0.26456124,0
65,0.5945023,-0.3199548,-0.4007518,0.42722118,-0.62606627,0.26150897,0.5419921,0.5751518,-0.441153,-0.48957694,1
66,-0.85373765,1.1190667,1.0116142,-0.7252811,1.0406955,-1.0706819,-0.8088234,-0.6641633,0.65672237,1.1648037,1
67,0.93465364,-0.74657804,-0.76303583,0.8564436,-1.0379771,1.0559673,0.9538483,0.6983129,-1.0383345,-0.7937192,0
68,-2.2318075,2.8061166,2.9287434,-2.5415845,2.8072283,-2.7065346,-2.3503323,-2.4315286,3.1032946,2.077809,1
69,-0.62150604,0.9350185,0.64835197,-0.8026071,0.965294,-0.78707844,-0.87640935,-0.9963403,1.1081796,0.6751406,1
70,-0.09055178,-0.083557196,-0.20622846,-0.11532168,0.31349227,-0.03469517,-0.30653352,0.00045066,0.34322283,0.1589445,0
71,1.2412807,-1.0536128,-1.3694936,0.81391615,-0.8066786,0.98200214,0.91523975,0.91808474,-0.9465206,-1.0151006,0
72,-1.5125093,1.1841716,1.5489262,-1.5170596,1.407808,-1.5773857,-1.302236,-1.4684792,1.5411988,1.3638179,0
73,0.90248007,-0.80193764,-0.63188094,0.57766944,-0.5273675,0.40475538,0.78895384,0.4166778,-0.51841414,-0.6932619,0
74,-2.307655,3.3140903,3.2403872,-3.011275,3.2488863,-2.9853675,-2.7402418,-2.8238099,3.2646134,2.279203,1
75,1.4006708,-1.2584022,-0.5805235,0.8757699,-1.093962,0.73376536,1.1379517,0.79191357,-0.78859425,-0.8478142,0
76,1.2124419,-1.0785513,-1.257704,0.89853084,-1.9133242,1.9205669,1.9237596,1.3812678,-1.0701451,-1.6351523,0
77,-0.7717595,0.4304739,0.40455523,-0.5202308,0.5869164,-0.4629381,-0.559996,-0.2849083,0.7463035,0.6981685,1
78,-2.3094785,3.089954,3.0199263,-2.460661,2.257448,-2.4231555,-2.7184656,-2.231195,2.1906576,2.3999672,1
79,-0.42685696,0.95192826,1.3161824,-0.6428341,0.6315873,-0.79318875,-0.6773439,-1.076355,1.2069293,0.8992392,1
80,-1.2866776,1.8558807,1.5971305,-1.5923983,1.775649,-1.7996244,-1.7516047,-1.7159572,1.7125205,1.8415093,1
81,-0.42142817,0.61520284,0.6136849,-0.56546617,0.74993575,-0.87394595,-0.8279757,-0.73092186,0.5541544,0.56251574,1
82,-1.0302267,0.8340423,0.69133776,-0.74325055,0.9679761,-0.70401007,-0.89877665,-0.55888826,0.9214675,0.56693166,1
83,-1.4597194,1.9928856,1.6571099,-1.7127465,1.1970948,-1.5835843,-1.3879545,-1.3749969,1.3076465,1.637362,0
84,1.0407133,-1.3601329,-1.0325667,1.033507,-0.82092994,1.5820231,0.820545,0.9754481,-0.8196986,-1.0881923,0
85,-1.2360464,1.7361056,1.8319598,-1.517033,1.6069926,-1.6886665,-1.549221,-1.6369205,1.9043378,1.5818602,1
86,-0.28978,-0.026486272,-0.24529874,-0.09871493,-0.38481194,0.36048537,0.44766527,0.22498558,0.22104084,-0.24157672,0
87,-1.3762105,1.3382214,1.187108,-1.0342475,1.534826,-1.42364,-1.4037068,-1.1288288,0.9541351,1.6609589,1
88,0.2923173,-0.37393147,-0.4229919,0.2792418,-0.68421894,0.3112865,0.46587473,0.41304237,-0.4554463,-0.19061626,0
89,0.9104931,-1.115596,-1.1293306,0.8579978,-0.807105,0.8102476,0.97543246,0.9801389,-0.7680346,-0.78302336,0
90,0.6962317,-0.8455346,-1.0661875,0.875449,-0.2031707,0.9905894,0.5877977,0.6298642,-0.5956914,-0.74605316,0
91,-1.3416878,1.7000779,1.2119013,-1.2878681,1.4183372,-1.5178248,-1.252749,-1.0957427,1.1670699,1.4929928,1
92,0.5972492,-0.58167344,-0.22925608,0.6541055,-0.4340302,0.5060878,0.6912728,0.36271292,-0.30325553,-0.59323215,0
93,-0.64188284,0.73234826,0.998835,-0.597233,0.78716505,-0.6069993,-0.81880766,-0.43066767,0.8431105,0.5337163,0
94,1.4306176,-1.4325019,-1.6673839,1.4597788,-1.4199191,2.0453174,1.7209809,1.0997255,-1.8124441,-1.9704129,0
95,-0.0654203,-0.14487493,-0.031834383,0.0415044,-0.29968143,0.27208504,0.41438976,0.080877565,0.14384797,-0.2180988,0
96,-1.6039735,2.093844,1.5449477,-2.071292,1.6422698,-1.9472344,-2.0423138,-1.4170997,1.9438485,1.7942363,1
97,0.19393486,-0.37447876,-0.39147982,0.57893854,-0.35966498,0.3599355,0.37590992,0.79164517,-0.29489306,-0.4985969,0
98,-2.1558595,2.4910865,2.683883,-2.7485802,2.5766084,-2.8574855,-2.5375884,-2.3452,2.327732,2.194573,1
99,-1.6180537,2.1328075,1.8619915,-1.628764,1.5097786,-1.871154,-1.5334961,-1.5103294,1.2772725,1.7646112,1
100,-1.3784186,1.1567907,1.1897912,-1.0256453,1.1097527,-1.2273346,-1.1623175,-1.173989,1.1846716,1.2988259,1
101,-3.053564,3.6209345,3.707297,-3.5426807,3.9517078,-3.7757516,-3.8589165,-3.1852622,3.7430108,3.2508466,1
102,-0.75878674,0.5574545,0.72503024,-0.72376865,0.8832595,-0.57917494,-0.7873563,-0.4043559,0.7957761,0.5556582,0
103,0.68716776,-0.6821161,-1.1469933,1.1012832,-1.2377328,0.75118333,0.9200943,1.0534713,-0.9606727,-1.0494252,0
104,0.02166048,0.22734505,-0.50759894,0.09097792,-0.3089556,0.17842883,0.1995645,0.2955664,-0.24508259,0.034575924,0
105,0.06580886,-0.14162001,-0.12221424,0.19805779,0.16399284,0.44019723,0.08139846,-0.28062898,0.22742403,0.030136332,0
106,0.9770593,-1.0495027,-0.75143296,0.9257091,-0.9713929,1.2167428,0.36407456,0.7951366,-0.9861653,-0.5657716,0
107,-1.9730397,2.5923908,1.9614916,-1.9706339,2.2934978,-1.8934244,-2.2001212,-1.8163172,2.3820367,1.9926707,1
108,1.054618,-0.9420199,-0.9477355,1.0456246,-1.0888602,1.171525,1.1208425,0.99479604,-1.0015739,-0.90829253,0
109,-0.7777942,0.76748586,0.5190924,-0.6522921,0.6988935,-0.8401857,-0.7388828,-0.67042863,0.4643223,0.7258675,1
110,-1.6482732,1.4997401,1.3138281,-1.3066415,1.4182831,-1.3433121,-1.3776139,-1.4124231,1.3171928,1.3271323,1
111,-0.9469625,0.8503081,0.91130316,-0.91535884,1.2233871,-1.1534282,-1.1813178,-0.80090237,1.0606863,0.87109464,1
112,-0.043962445,-0.38609806,-0.1640756,0.35498592,-0.63121253,0.76341087,0.5707553,0.6728959,0.27790833,-0.17283405,0
113,-0.8233163,0.8971714,1.1463948,-0.5334229,1.0721871,-0.5524658,-1.2547089,-0.78452796,1.0992651,0.97361654,0
114,0.52437055,-0.6030641,-0.96905124,0.7868795,-0.3750659,0.7660047,0.5043945,0.44956994,-0.46778783,-0.5012609,1
